timestamp,elapsed_time,phase,error_x,error_y,error_z,error_magnitude,rmse_x,rmse_y,rmse_z,rmse_total,iae_x,iae_y,itae_x,itae_y,settling_time,is_settled,max_overshoot_x,max_overshoot_y
1762438394.8457656,0.985929378,1,-0.005942075288107418,0.0038104144325386002,-0.7241666666671941,0.7242010691988463,0.009845528422739279,0.003168044865268061,0.7241666666672207,0.7242405208562311,0.00033993961257667134,9.45415781441161e-05,0.0,0.0,0.0,0,0.0,0.0
1762438394.9404836,1.080609882,1,-0.005511988196721163,0.0035995061261440142,-0.7258333333337278,0.7258631869964086,0.009535751256323164,0.0029436397592155768,0.7258333333337572,0.7259019378300678,0.00033953732794305937,9.000640483540945e-05,0.0,0.0,0.0,0,0.0,0.0
1762438395.0384202,1.178614521,1,-0.005082404781909133,0.0033853635270517657,-0.7275000000002626,0.7275256294626049,0.009221861931888096,0.002716925197874363,0.7275000000002914,0.7275635191654717,0.00033819349531933625,8.492986338842811e-05,0.0,0.0,0.0,0,0.0,0.0
1762438395.1394296,1.279490337,1,-0.0056349836420768185,0.002991880386554513,-0.7291666666668185,0.7291945777135846,0.009504441659889971,0.0023655143747252855,0.7291666666668419,0.7292324443190639,0.00033785692688758035,7.101520857870458e-05,0.0,0.0,0.0,0,0.0,0.0
1762438395.2406354,1.380708253,1,-0.007165909722891328,0.00242173787695954,-0.7308333333334007,0.7308724760091264,0.010513831874036924,0.0018754427219472138,0.7308333333334168,0.7309113619703226,0.00033856031881463795,5.008384701587777e-05,0.0,0.0,0.0,0,0.0,0.0
1762438395.3392222,1.479312991,1,-0.008715938521804745,0.0018515215900523074,-0.7325000000000049,0.7325541930236434,0.01212415005578282,0.0013075253935703986,0.7325000000000167,0.7326014978398928,0.0003880001602878807,3.240702261007477e-05,0.0,0.0,0.0,0,0.0,0.0
1762438395.4434655,1.583549045,1,-0.010512769674811295,0.0012408226138687084,-0.7341666666666297,0.7342429791365968,0.013809506708860669,0.00074865122092251,0.7341666666666372,0.7342969136518237,0.00042496364131576665,1.3981616026881304e-05,0.0,0.0,0.0,0,0.0,0.0
1762438395.5420957,1.682254442,1,-0.011241163084688921,0.0008319965229421911,-0.7358333333332694,0.7359196630136071,0.014990213780240066,0.0004335623987232819,0.7358333333332743,0.7359861336532696,0.0004920286439287516,1.2414581385652211e-05,0.0,0.0,0.0,0,0.0,0.0
1762438395.6394749,1.779657026,1,-0.010314116279134922,0.000735527565252525,-0.7374999999999228,0.7375724859261663,0.014480980141396642,0.0004399613694387327,0.7374999999999247,0.7376422861738277,0.0005070456587151142,1.5686346754766768e-05,0.0,0.0,0.0,0,0.0,0.0
1762438395.7387,1.878835609,1,-0.009527289959065044,0.0006232319877632619,-0.7391666666665884,0.7392283265561934,0.01365101878626331,0.0004473551838694692,0.7391666666665878,0.7392928455974385,0.0004789949364975676,1.664191222857614e-05,0.0,0.0,0.0,0,0.0,0.0
