timestamp,elapsed_time,phase,error_x,error_y,error_z,error_magnitude,rmse_x,rmse_y,rmse_z,rmse_total,iae_x,iae_y,itae_x,itae_y,settling_time,is_settled,max_overshoot_x,max_overshoot_y
1762445993.2694082,0.977801255,1,-11.131035007339447,4.053425676178843,0.5008333333354226,-10.8,4.252050807568877,1.42,-0.33103500733944635,-0.1986251313900338,-0.9191666666645774,0.996947079844866,0.34111898555002684,0.20467572818135799,0.919166666664244,1.0015596223470202,0.04716618189492628,0.028300303845782967,0.0035087753203840453,0.0021053091886605304,0.1,0,0.0,0.0
1762445993.36945,1.077838554,1,-11.09935004553866,4.072259456884708,0.5008333333344711,-10.766666666666667,4.272050807568877,1.4233333333333333,-0.33268337887199273,-0.1997913506841691,-0.9224999999988622,1.0008002120222554,0.34201246774583877,0.20521917334348025,0.9224999999985939,1.0050341721547509,0.04698577594064036,0.02819222550726181,0.0035225457414680343,0.002113590597449154,0.1,0,0.0,0.0
1762445993.469419,1.17776535,1,-11.070379090937742,4.084782075923273,0.5008333333336843,-10.733333333333334,4.292050807568877,1.4266666666666667,-0.33704575760440747,-0.20726873164560455,-0.9258333333329825,1.0068403701419446,0.34623210733310666,0.21138766751479154,0.925833333332759,1.010806004748545,0.04877703121395521,0.029846622033780065,0.003686298986204039,0.0022596747656032537,0.1,0,0.0,0.0
1762445993.5696888,1.277971883,1,-11.04227280608278,4.097724932286098,0.5008333333331487,-10.7,4.312050807568877,1.43,-0.34227280608278043,-0.21432587528277924,-0.9291666666668512,1.013132246572133,0.3511601701744475,0.2184864904654433,0.9291666666667021,1.017054819602839,0.04920299155276544,0.03066122360371292,0.0037824008641473223,0.00236034074351821,0.1,0,0.0,0.0
1762445993.669492,1.377843724,1,-11.013641114647719,4.111885064848252,0.5008333333328119,-10.666666666666666,4.332050807568877,1.4333333333333333,-0.3469744479810526,-0.22016574272062517,-0.9325000000005215,1.0190291810446124,0.35605249328295396,0.22473619660790256,0.9325000000004322,1.0231500310509696,0.049945409000310755,0.03156045735930274,0.0038759956690676296,0.002451974936222424,0.1,0,0.0,0.0
1762445993.7693374,1.477685158,1,-10.985297798038687,4.12696119272534,0.5008333333326456,-10.633333333333333,4.352050807568878,1.4366666666666665,-0.3519644647053539,-0.2250896148435375,-0.935833333334021,1.0248552809566838,0.36077461643040226,0.2298669716522559,0.9358333333339822,1.0289709307342336,0.04987613430863067,0.03180636232152289,0.003891451220739851,0.002483587626931303,0.1,0,0.0,0.0
1762445993.8694546,1.577787636,1,-10.954398478658733,4.144565402132386,0.5008333333325985,-10.6,4.372050807568877,1.44,-0.35439847865873375,-0.2274854054364912,-0.9391666666674015,1.0292628037296343,0.3639733007507857,0.23303381082919405,0.9391666666673969,1.0338352617453845,0.0507034671905835,0.032480037051385836,0.003962986168211029,0.002540009331820752,0.1,0,0.0,0.0
1762445993.9693093,1.677664952,1,-10.92273296944766,4.1635051214060175,0.5008333333326405,-10.566666666666666,4.392050807568877,1.4433333333333334,-0.3560663027809934,-0.22854568616285942,-0.9425000000006929,1.0331130589829385,0.36605438535681084,0.23458023155719768,0.9425000000007121,1.0379450602405327,0.05098344184373235,0.03268281403670164,0.003984074186236151,0.002554845750824579,0.1,0,0.0,0.0
1762445994.0694454,1.77777918,1,-10.889939608263234,4.18368275436491,0.5008333333327365,-10.533333333333333,4.4120508075688765,1.4466666666666668,-0.3566062749299004,-0.22836805320396625,-0.9458333333339303,1.0363014510696793,0.3669109823724931,0.2347444000736416,0.9458333333339635,1.0413113351909304,0.05109379303598317,0.032695532642665136,0.003991994853030374,0.002555037473192621,0.1,0,0.0,0.0
1762445994.17271,1.881005903,1,-10.85716962374034,4.2041626197629975,0.5008333333328571,-10.5,4.432050807568878,1.45,-0.3571696237403401,-0.22788818780588027,-0.9491666666671429,1.0394327911780923,0.36730599183946894,0.23424203019350062,0.9491666666671811,1.044366018914076,0.050741114450787356,0.03236289796344685,0.003956251729590434,0.002523581009679306,0.1,0,0.0,0.0
1762445994.2694457,1.977787347,1,-10.823190729430419,4.225567016946053,0.5008333333329847,-10.466666666666667,4.452050807568877,1.4533333333333334,-0.3565240627637518,-0.2264837906228241,-0.9525000000003486,1.0419503657781013,0.367166597634406,0.2331969876195296,0.9525000000003881,1.0471143182355918,0.05105244238797228,0.03242639792576024,0.003950200496731175,0.0025091192104124515,0.1,0,0.0,0.0
1762445994.3702664,2.078569977,1,-10.793663106439372,4.244225429856198,0.5008333333330893,-10.433333333333334,4.472050807568877,1.4566666666666666,-0.360329773106038,-0.22782537771267908,-0.9558333333335772,1.0465941473313096,0.368621033974025,0.2330664880488681,0.9558333333336054,1.0506278197588068,0.0484835165578829,0.030654552955365472,0.0037322844274549466,0.002359805974812662,0.1,0,0.0,0.0
1762445994.469807,2.178157803,1,-10.763747152526177,4.263134575832705,0.5008333333331795,-10.399999999999999,4.492050807568877,1.46,-0.3637471525261784,-0.22891623173617237,-0.9591666666668205,1.0510543880161156,0.3736076787014522,0.23514750141617483,0.9591666666668481,1.0558777104626038,0.013908801143316375,0.008754381263731972,0.0,0.0,0.0,0,0.0,0.0
1762445994.57006,2.278381328,1,-10.72610073220283,4.286894681235015,0.5008333333332691,-10.366666666666667,4.512050807568877,1.4633333333333334,-0.3594340655361634,-0.22515612633386173,-0.9625000000000643,1.0518052950492542,0.3712967345697413,0.23263810717037348,0.9625000000000904,1.057538653671884,0.015698019131516177,0.00983613794413568,0.0,0.0,0.0,0,0.0,0.0
1762445994.6712046,2.379527778,1,-10.689870810963761,4.309698652380735,0.500833333333334,-10.333333333333332,4.5320508075688775,1.4666666666666668,-0.35653747763042887,-0.22235215518814222,-0.9658333333333328,1.053277495083635,0.36775418522946113,0.22940580450633552,0.965833333333351,1.0586331714398503,0.015176244205953938,0.00946749684803251,0.0,0.0,0.0,0,0.0,0.0
1762445994.7696307,2.477931073,1,-10.655516823607547,4.331249927677155,0.5008333333333759,-10.3,4.552050807568877,1.47,-0.35551682360754633,-0.2208008798917218,-0.9691666666666241,1.0556653201685906,0.36670467822477104,0.22781268614093694,0.9691666666666359,1.0609688820961716,0.015132270738756717,0.009401381469541819,0.0,0.0,0.0,0,0.0,0.0
1762445994.8695312,2.577875099,1,-10.619825394584549,4.353560727942856,0.5008333333334013,-10.266666666666666,4.572050807568877,1.4733333333333334,-0.35315872791788294,-0.21849007962602052,-0.9724999999999321,1.0574569740653423,0.36424449734337616,0.22541249419329845,0.9724999999999383,1.0626575630857067,0.015031006639520299,0.009302503808749108,0.0,0.0,0.0,0,0.0,0.0
1762445994.9699295,2.678164528,1,-10.584031890976563,4.375850481131013,0.5008333333334117,-10.233333333333334,4.592050807568878,1.4766666666666666,-0.3506985576432289,-0.2162003264378649,-0.9758333333332548,1.0592368733806294,0.36193690348009144,0.2231911315159139,0.975833333333257,1.0644544601496142,0.01529962447161201,0.009435192844222404,0.0,0.0,0.0,0,0.0,0.0
1762445995.069635,2.777962322,1,-10.549538008210584,4.397250026608241,0.5008333333334105,-10.2,4.6120508075688775,1.48,-0.349538008210585,-0.21480078096063693,-0.9791666666665895,1.0616419150523788,0.3602495344428901,0.221439129139617,0.979166666666588,1.0665750681932276,0.014863979116182022,0.009137134064478405,0.0,0.0,0.0,0,0.0,0.0
1762445995.1697316,2.878012061,1,-10.515455933961105,4.418318996686197,0.5008333333334021,-10.166666666666668,4.632050807568877,1.4833333333333334,-0.34878926729443727,-0.21373181088268023,-0.9824999999999313,1.0642563083970165,0.3590575776174998,0.22007314586469662,0.982499999999928,1.068953125059836,0.014452109749127874,0.008858413505097047,0.0,0.0,0.0,0,0.0,0.0
1762445995.2694538,2.977771578,1,-10.482145684113922,4.438843833506698,0.5008333333333912,-10.133333333333333,4.652050807568877,1.4866666666666666,-0.34881235078058914,-0.21320697406217892,-0.9858333333332754,1.0672369141651858,0.35908233115375177,0.21952948330989094,0.985833333333272,1.07191449085275,0.014452916376045647,0.008836377826380356,0.0,0.0,0.0,0,0.0,0.0
1762445995.3710594,3.079393076,1,-10.451394710720196,4.457738440384563,0.5008333333333783,-10.1,4.672050807568877,1.49,-0.35139471072019646,-0.21431236718431457,-0.9891666666666217,1.0713816910394869,0.3603544822079389,0.21981339277103548,0.9891666666666173,1.075464539133305,0.013051243612029568,0.007961484718580858,0.0,0.0,0.0,0,0.0,0.0
1762445995.4703305,3.178643786,1,-10.420517596356039,4.476664491572431,0.5008333333333668,-10.066666666666666,4.692050807568878,1.4933333333333334,-0.35385092968937215,-0.21538631599644642,-0.9924999999999666,1.0754803557297028,0.36314525278913484,0.22107954339785527,0.9924999999999636,1.0797253767195698,0.013154058234698675,0.008008389974516049,0.0,0.0,0.0,0,0.0,0.0
1762445995.5693645,3.277712624,1,-10.382652619338934,4.499819095088692,0.500833333333355,-10.033333333333333,4.712050807568877,1.4966666666666666,-0.3493192860056009,-0.21223171248018513,-0.9958333333333116,1.0764526423096694,0.3611174311923369,0.21944123966047102,0.9958333333333079,1.0817782973199286,0.0156311286340372,0.009498983492224278,0.0,0.0,0.0,0,0.0,0.0
1762445995.6697607,3.378059308,1,-10.34657201699119,4.5218290295890595,0.5008333333333435,-10.0,4.732050807568877,1.5,-0.3465720169911908,-0.21022177797981723,-0.9991666666666565,1.0782575697281682,0.357644499621013,0.216971735929792,0.999166666666653,1.0831991276211879,0.015118064895932383,0.009171962065494069,0.0,0.0,0.0,0,0.0,0.0
